"岳　華、陳智燊、田蕊妮、歐錦棠、
林漪娸、馬海倫、龔嘉欣、李璧琦、
楊　明",誰家灶頭無煙火,2011,0,處境喜劇,徐遇安,160 （每集列表）
"張兆輝、商天娥、滕麗名、陳奐仁、
林夏薇、袁偉豪、謝雪心、胡　楓",結·分@謊情式,2011,0,處境喜劇,關永忠,139
"馬浚偉、郭羨妮、黃宗澤、鄧健泓、
元　華、羅敏莊、鄭欣宜、呂慧儀、
麥長青、郭　峰、朱　璇、李國麟",隔離七日情,2011,1,時裝喜劇,梁材遠,20
"李司棋、蒙嘉慧、鄭嘉穎、田蕊妮、
麥長青、黎諾懿",Only You 只有您,2011,1,時裝愛情,王心慰,30
"馬德鐘、謝天華、徐子珊、陳鍵鋒、
江若琳、陳山聰、陳展鵬、劉　江、
劉家輝、陳倩揚、梁嘉琪、馬　賽、
袁偉豪、吳家樂、李家聲、艾　威[1]",洪武三十二,2011,1,古裝宮廷,黃偉聲,30
"佘詩曼、林　峯、梁靖琪、敖嘉年、
林子善、胡　楓、秦　煌、張國強、
周家怡、陳自瑤",花花世界花家姐,2011,1,時裝溫情,關永忠,20
"郭晉安、陳錦鴻、吳卓羲、徐子珊、
劉兆銘、梁靖琪、羅仲謙、許紹雄、
周　驄、郭政鴻、姚嘉妮、梁烈唯、
郭少芸、陳曼娜",團圓,2011,1,時裝倫理,張乾文,30
"馬浚偉、馬國明、陳國邦、李詩韻、
唐詩詠、姚子羚、麥長青、程可為
特別演出：陳錦鴻",紫禁驚雷,2011,1,清裝宮廷,梁材遠,26
"林保怡、陳錦鴻、薛家燕、鍾嘉欣、
敖嘉年、江美儀、馬　賽、樂　瞳、
林子善、劉　江、秦　煌、雪　妮",九江十二坊,2011,1,清末民初,黃偉聲,25
"汪明荃、王祖藍、阮兆祥、李思捷、
梁靖琪",荃加福祿壽探案,2011,1,懷舊查案喜劇,關永忠,20
"宣　萱、胡杏兒、陳錦鴻、黃淑儀、
胡定欣、陳山聰、張國強、江美儀、
馬　賽、程可為、劉家輝、陳秀珠",萬凰之王,2011,1,清裝宮廷,莊偉建,29（香港首播） / 31（原版、海外）
"周麗淇、黃浩然、姚子羚、龔嘉欣、
曹永廉、姚嘉妮、陳秀珠、郭　峰、
陳山聰、胡諾言",我的如意狼君,2011,1,民初倫理,李添勝,21
"方中信、徐子珊、黃浩然、岳　華、
蔣志光、張國強、洪天明、楊秀惠",仁心解碼,2011,2,時裝醫學查案,羅永賢,20
"張智霖、謝天華、胡杏兒、劉松仁、
楊　怡、呂有慧、敖嘉年、盧宛茵",魚躍在花見,2011,2,時裝愛情,莊偉建,20
"劉　璇、黃宗澤、馬國明、陳法拉、
姜大偉、岳　華、林嘉華、黃浩然、
關禮傑、羅樂林、陳國邦、蔣志光、
蕭正楠、麥長青、歐瑞偉、林漪娸",女拳,2011,2,民初武打,羅永賢,32
"陳　豪、楊　怡、鍾嘉欣、吳卓羲、
蔣志光、羅樂林、李國麟、曾偉權",點解阿Sir係阿Sir,2011,2,時裝校園,劉家豪,30
"鄭嘉穎、胡杏兒、李璨琛、林子善、
滕麗名、陳敏之、石　修、關禮傑",怒火街頭,2011,2,時裝法律,唐基明,20
"楊　怡、黃浩然、陳展鵬、阮兆祥、
唐詩詠、馬國明、黎諾懿、陳宇琛",真相,2011,2,時裝法律,王心慰,25
"謝天華、黃宗澤、陳法拉、徐子珊、
劉松仁、張國強、江美儀、黃智賢、
郭政鴻、歐陽靖、黃智雯、韓馬利",潛行狙擊,2011,2,時裝警匪,莊偉建,30
"歐陽震華、林　峯、楊　怡、姜大偉、
黃淑儀、陳國邦、馬　賽、黃智雯",不速之約,2011,2,時裝懸疑,潘嘉德,20
"黎耀祥、張可頤、徐子珊、吳卓羲、
陳茵媺、蕭正楠、胡定欣、陳展鵬、
蔣志光、元　華、周　驄、韓馬利",法證先鋒III,2011,2,時裝查案,梅小青,30
"林保怡、陳　豪、黃德斌、佘詩曼、
邵美琪、金燕玲、陳芷菁、湯盈盈、
劉　丹、Joe Junior、張景淳、
羅鈞滿、楊潮凱、梁証嘉、蔣家旻[1]",天與地,2011,2,時裝懸疑,戚其義,29
"劉　丹、徐　榮、黎諾懿、林漪娸、
郭少芸、吳家樂、蔣家旻、羅天宇、
朱慧敏、黃子雄、李霖恩、張達倫、
李家鼎、莊思明、楊卓娜、何綺雲、
趙永洪、馬蹄露、朱匯林、林師傑、
黃德斌、羅天池、高海寧、古明華、
李　豪、鄭子誠",愛·回家,2012,0,時裝處境喜劇,徐遇安,703/800(停播)
"胡杏兒、李思捷、李詩韻、王浩信、
商天娥、劉　江、湯盈盈、蔣志光、
朱咪咪、石天欣",換樂無窮,2012,1,時裝喜劇,林志華,20
"佘詩曼、陳　豪、黃德斌、金　剛、
郭少芸、江欣燕、葉翠翠、韋家雄、
簡慕華、鄧梓峰、朱慧敏、劉　丹",4 In Love,2012,1,時裝愛情,戚其義,20
"郭晉安、陳法拉、陳敏之、阮兆祥、
黃智賢、曹永廉、阮小儀、呂慧儀、
梁烈唯、林穎彤、陳自瑤、李家聲",東西宮略,2012,1,古裝宮廷喜劇,黃偉聲,25
"鄭則士、陳錦鴻、郭羨妮、廖碧兒、
黎耀祥、陳秀珠、唐　寧、李香琴、
曹永廉、李天翔",盛世仁傑,2012,1,古裝宮廷,梁材遠,20
"歐陽震華、胡杏兒、鍾嘉欣、麥長青、
馬　賽、陳自瑤、湯盈盈、梁烈唯、
郭　峰、翟威廉、張國強、程可為、
賈曉晨、王君馨",耀舞長安,2012,1,古裝恩仇、喜劇,張乾文,30
"陳展鵬、田蕊妮、阮兆祥、唐詩詠、
陳智燊、歐錦棠、郭少芸、李亞男、
楊　明、喬寶寶",衝呀！瘦薪兵團,2012,1,時裝都市,王心慰,21
"馬國明、林　峯、楊　怡、梁嘉琪、
陳展鵬、敖嘉年、李國麟、曾偉權、
陳敏之、歐瑞偉、羅樂林、李成昌",回到三國,2012,1,歷史、穿越、喜劇,劉家豪,25
"黎耀祥、鄭則士、敖嘉年、黎諾懿、
田蕊妮、唐詩詠、姚子羚、苑瓊丹、
郭少芸、李國麟、鄧健泓、郭　峰、
石　修、李天翔",造王者,2012,1,古裝恩仇,梁材遠,28
"陳　豪、張可頤、黃德斌、陳茵媺、
羅　蘭、蕭正楠、張國強、張　翼",天梯,2012,1,民初倫理,李添勝,25
"劉松仁、陳玉蓮、楊　怡、馬國明、
吳卓羲、朱晨麗、韓馬利、江美儀、
王浩信、黃智賢、馬　賽、周志文、
賈曉晨、李思欣、劉　江、石　修[1]",名媛望族,2012,1,民初倫理,莊偉建,40
"鍾嘉欣、陳智燊、蔣志光、林夏薇、
樂　瞳、陳偉洪",幸福摩天輪,2012,1,時裝溫情,方駿釗,20
"苗僑偉、謝天華、郭羨妮、鍾嘉欣、
吳卓羲、滕麗名、黃智雯、羅仲謙、
梁烈唯、盧宛茵、夏　萍、鍾志光、
賈曉晨、陳自瑤[1]",缺宅男女,2012,2,時裝家庭,張乾文,30
"馬國明、楊　怡、羅仲謙、黃智雯、
袁偉豪、張慧雯、黃智賢、曹永廉、
黃淑儀、郭政鴻、胡蓓蔚、周家怡",On Call 36小時,2012,2,時裝醫務,潘嘉德,25
"夏　雨、馬浚偉、鍾嘉欣、蕭正楠、
麥長青、胡定欣、樂　瞳、周　驄",當旺爸爸,2012,2,時裝喜劇,梅小青,20
"鄭嘉穎、黃浩然、李詩韻、唐詩詠、
黃德斌、胡定欣、陳國邦、蕭正楠、
郭少芸、劉　江",拳王,2012,2,時裝勵志,羅永賢,25
"鄭少秋、陳　豪、黃德斌、邵美琪、
陳茵媺、楊　明、簡慕華、于　洋、
馬海倫、陳秀珠、何啟南、何傲兒",心戰,2012,2,時裝懸疑,戚其義,30
"黃宗澤、鍾嘉欣、秦　沛、蔣志光、
樂　瞳、羅鈞滿、朱慧敏、簡慕華、
呂　珊、李天翔、李國麟、李成昌",護花危情,2012,2,時裝警匪,劉家豪,20
"鄭嘉穎、胡杏兒、李璨琛、林子善、
曹永廉、苟芸慧、賈曉晨、江美儀、
張國強、麥長青",怒火街頭2,2012,2,時裝法律,陳維冠,21
"汪明荃、黃淑儀、錢嘉樂、羅仲謙、
黃智雯、岑麗香、李成昌、朱咪咪、
鍾景輝、古明華",巴不得媽媽...,2012,2,時裝喜劇,潘嘉德,22
"苗僑偉、林　峯、徐子珊、吳綺莉、
官恩娜、黃智賢、歐陽靖、郭政鴻、
羅樂林、林子善",雷霆掃毒,2012,2,時裝警匪,林志華,30
"黎耀祥、米　雪、邵美琪、黃浩然、
陳茵媺、曹永廉、胡定欣、唐詩詠、
陳國邦、蕭正楠、鍾景輝、梁烈唯、
張國強、岳　華、李詩韻",大太監,2012,2,清裝宮廷,羅永賢,33
"謝天華、楊　怡、森　美、陳敏之、
阮兆祥、許紹雄、王浩信、韓馬利、
黃智雯、郭政鴻、陳　煒、梁烈唯、
高海寧",法網狙擊,2012,2,時裝律政、偵探,文偉鴻,26
"馬德鐘、宣　萱、羅仲謙、梁烈唯、
王浩信、黃智雯、苟芸慧、袁偉豪、
翟威廉、林嘉華、曾偉權",飛虎,2012,3,時裝警匪,林志華,13
"郭晉安、王祖藍、萬綺雯、王菀之、
湯盈盈、黃光亮、羅　蘭、朱咪咪、
胡　楓、張繼聰、林盛斌、陳明恩、
小　寶",老表，你好嘢！,2013,1,時裝喜劇,黃偉聲,20
"春之章：羅仲謙、梁靖琪
夏之章：吳卓羲、徐子珊
秋之章：胡定欣、王浩信、梁烈唯
冬之章：馬國明、胡杏兒",戀愛季節,2013,1,時裝愛情單元劇,關永忠,20
"周麗淇、謝天華、黃智雯、高鈞賢、
朱　璇、呂慧儀、王君馨、許紹雄、
朱慧敏、程可為、盧宛茵、翟威廉",女警愛作戰,2013,1,時裝警匪,張乾文,21
"黎耀祥、敖嘉年、馬　賽、蕭正楠、
唐詩詠、劉　丹、布偉傑、Joe Junior、
梁麗瑩、陳明恩",神探高倫布,2013,1,懷舊科幻懸疑,李添勝,25（25.5集[1]）
"黃浩然、陳展鵬、陳茵媺、李詩韻、
姚子羚、楊　明、樂　瞳、岳　華、
蔣志光、謝雪心、朱　璇、李天翔、
盧宛茵、張國強",情越海岸線,2013,1,時裝愛情溫情,梁材遠,25
"郭晉安、李思捷、單立文、曹永廉、
陳敏之、李詩韻、滕麗名、王君馨、
羅　蘭、黃長興",熟男有惑,2013,1,時裝喜劇,林志華-」,20
"黃浩然、黃翠如、麥長青、陳自瑤、
羅　蘭、梁嘉琪、樂　瞳、楊　明、
簡慕華、張美妮、張國強、張振朗[1]",師父·明白了,2013,1,古裝倫理,陳耀全,20
"歐陽震華、關詠荷、敖嘉年、黃智雯、
黃智賢、郭政鴻、朱晨麗、蔣志光、
袁偉豪",情逆三世緣,2013,1,穿越恩仇,莊偉建,31
"陳展鵬、鍾嘉欣、蕭正楠、田蕊妮、
阮兆祥、李司棋、劉　江、張繼聰、
李國麟、李璧琦、貝安琪、鄭子誠、
李亞男、謝雪心、黃嘉樂",巨輪,2013,1,時裝倫理,王心慰,32
"吳啟華、馬國明、楊　怡、黃智雯、
羅仲謙、朱千雪、岑麗香、蘇玉華、
袁偉豪、古明華、黃淑儀、黃智賢、
曹永廉、郭政鴻、胡蓓蔚、韓馬利",On Call 36小時II,2013,1,時裝醫務,潘嘉德,30
"郭晉安、田蕊妮、黃翠如、麥長青、
林曉峰、李成昌、張國強、鄭俊弘、
鄭子誠、簡慕華、王君馨、許亦妮",舌劍上的公堂,2013,1,清裝喜劇,李艷芳,25
"陳錦鴻、郭羨妮、黃浩然、林夏薇、
楊　明、鄧健泓、麥長青、樂　瞳、
葉翠翠、張國強、羅樂林、朱咪咪",初五啟市錄,2013,2,民初喜劇,梁材遠,20
"李司棋、陳展鵬、麥長青、黃翠如、
陳秀珠、張景淳、簡慕華、羅樂林",心路GPS,2013,2,時裝倫理,李艷芳,22
"方中信、楊　怡、蒙嘉慧、黃智賢、
蕭正楠、陳茵媺、蔣志光、陳國邦、
梁烈唯、李亞男、苟芸慧、張國強",仁心解碼II,2013,2,時裝懸疑,羅永賢,25
"鄧萃雯、蔡少芬、伍詠薇、陳　豪、
關禮傑、黃德斌、曹永廉、葉翠翠、
韋家雄、簡慕華、杜燕歌、龔嘉欣、
楊秀惠、苟芸慧",金枝慾孽貳,2013,2,清裝宮廷,戚其義,30
"苗僑偉、黃宗澤、周麗淇、萬綺雯、
黃智雯、王浩信、許紹雄、袁偉豪、
姚子羚、賈曉晨",好心作怪,2013,2,時裝、查案、愛情、懸疑,張乾文,30
"吳鎮宇、張智霖、胡杏兒、陳法拉、
吳卓羲、馬國明、胡定欣、江美儀、
羅仲謙、周志文、傅嘉莉、單立文、
鄧梓峰、何君誠、梁靖琪、朱晨麗",衝上雲霄II,2013,2,時裝航空,歐冠英、陳維冠,43
"張兆輝、謝天華、周海媚、徐子珊、
岑麗香、李國麟、陳　煒、翟威廉",神鎗狙擊,2013,2,時裝警匪,關永忠,25
"黎耀祥、陳　豪、陳法拉、伍詠薇、
陳智燊、馬　賽、岳　華、鍾景輝、
王浩信、陳國邦、謝雪心、韓馬利、
鄧健泓、高海寧",法外風雲,2013,2,時裝法律,徐正康,32
"黃子華、徐子珊、陳敏之、阮兆祥、
許紹雄、江美儀、高海寧、沈震軒、
林子善、梁靖琪",My盛Lady,2013,2,時裝喜劇,文偉鴻,20
"黃宗澤、米　雪、岑麗香、胡定欣、
王浩信、古明華、羅敏莊、小　寶、
張惠雅、狄易達、朱咪咪、楊愛瑾",貓屎媽媽,2013,2,時裝喜劇,張乾文,20
"陳展鵬、陳茵媺、林夏薇、洪永城、
楊　明、樊奕敏、高海寧、姚子羚、
韋家雄、楊秀惠、岳　華、馬海倫、
許紹雄、羅樂林[1]",單戀雙城,2014,1,時裝愛情,方駿釗,22
"馬浚偉、楊　怡、麥長青、邵美琪、
唐詩詠、曹永廉、楊　明、岳　華、
程可為、李國麟",守業者,2014,1,民初倫理,梁材遠,32
"黃浩然、黃翠如、關禮傑、洪永城、
傅嘉莉、姚子羚、王浩信、陳秀珠、
梁嘉琪、張頴康",愛我請留言,2014,1,時裝愛情,陳耀全,20
"馬國明、敖嘉年、陳國邦、李詩韻、
林夏薇、曹永廉、劉　江、蔣志光、
羅樂林、張國強、韓馬利、張慧雯",寒山潛龍,2014,1,古裝偵探、喜劇,羅永賢,30
"黎耀祥、蘇玉華、洪永城、唐詩詠、
鍾景輝、劉　江、謝雪心、韓馬利、
蔣志光、袁偉豪",載得有情人,2014,1,時裝愛情,方駿釗,20
"鍾嘉欣、陳展鵬、黃浩然、唐詩詠、
敖嘉年、沈震軒、岳　華、潘志文、
謝雪心、杜燕歌、白　茵、蔡國慶、
楊思琦、高海寧[1]",大藥坊,2014,1,民初醫藥,徐正康,30
"郭晉安、王祖藍、萬綺雯、王菀之、
張繼聰、鍾景輝、黃光亮、朱咪咪、
林盛斌、胡　楓、蔣志光、小　寶、
韓馬利、羅　蘭[1]",老表，你好hea！,2014,1,時裝喜劇,黃偉聲,30
"胡杏兒、吳卓羲、羅仲謙、岑麗香、
黃淑儀、陳　煒、古明華、梁　琤、
郭政鴻、呂慧儀[1]",醋娘子,2014,1,古裝喜劇,潘嘉德,20
"馬國明、楊　怡、陳山聰、袁偉豪、
劉　丹、陳自瑤、樂　瞳、蔣志光、
謝雪心、李成昌、潘芳芳",宦海奇官,2014,1,清裝、反貪,李添勝,21
"薛家燕、滕麗名、湯盈盈、敖嘉年、
麥長青、元　秋、安德尊、王梓軒、
于　洋、雪　妮、呂　珊、曾航生、
羅　莽",新抱喜相逢,2014,2,時裝喜劇,關永忠,15
"王祖藍、萬綺雯、黃智賢、胡定欣、
張繼聰、何雁詩、蔣志光、林盛斌、
陳國邦、岳　華、胡諾言、歐瑞偉",食為奴,2014,2,清裝宮廷,黃偉聲,25
"陳展鵬、吳卓羲、陳茵媺、蒙嘉慧、
李司棋、關禮傑、黃德斌、黎諾懿",叛逃,2014,2,時裝警匪,王心慰,25
"李若彤、李麗珍、袁潔瑩、陳慧珊、
葉蘊儀、張慧儀、江欣燕、吳啟華、
鄭丹瑞、岑麗香、苗金鳳、鄭敬基、
盧大偉、陳嘉寶、王敏奕、吳燕菁、
陳　瀅、賴慰玲、黃山怡、吳嘉熙",女人俱樂部,2014,2,時裝勵志,曾志偉、陳維冠,32
"黃宗澤、徐子珊、胡定欣、陳敏之、
黃智賢、江美儀、梁靖琪、歐陽靖、
鄧佩儀、林子善、馬蹄露、鄭子誠",點金勝手,2014,2,時裝商戰,莊偉建,30
"郭晉安、田蕊妮、吳卓羲、商天娥、
張繼聰、李子雄、陳智燊、楊　明、
李璧琦、李亞男[1]",忠奸人,2014,2,時裝懸疑,王心慰,30
"苗僑偉、佘詩曼、林　峯、陳敏之、
許紹雄、江美儀、沈震軒、梁烈唯、
梁靖琪[1]",使徒行者,2014,2,時裝警匪,文偉鴻,31
"吳啟華、徐子珊、王浩信、何超儀、
黃德斌、朱千雪、梁　琤、張國強、
黃心穎、單立文[1]",再戰明天,2014,2,時裝勵志、紀律部隊,林志華,20
"黎耀祥、黃浩然、蕭正楠、陳國邦、
曹永廉、胡定欣、邵美琪、關菊英、
岳　華、陳凱琳、蔡思貝、鄭俊弘、
陳智燊、陳自瑤、李成昌[1]",名門暗戰,2014,2,時裝商戰,羅永賢,30
"李思捷、萬綺雯、梁烈唯、朱晨麗、
羅樂林、楊詩敏、鄭俊弘、羅　蘭、
翟威廉、朱咪咪、麥玲玲[1]",八卦神探,2014,2,時裝偵探,張乾文,20
于　洋、胡諾言、姚子羚、譚凱琪,我們的天空,2014,3,時裝時事、單元劇,黃華麒,12
"馬德鐘、鍾嘉欣、羅仲謙、梁烈唯、
黃智雯、袁偉豪、苟芸慧、何俊軒、
何君誠、許家傑、洪天明",飛虎II,2014,3,時裝警匪,林志華,10
